ID,vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,RMSD
1CGI,74,-91.53,2008.98,505.18,-1147.72,-776.57,1131.94,1498.73,-3.19,-125.34,-155.21,-6.36,2.19
1CGI,75,-77.8,2998.14,467.73,-1029.63,-796.43,965.04,1486.36,-5.64,-114.17,-157.85,-5.52,2.33
1CGI,45,-74.3,2023.07,459.16,-922.37,-734.41,873.52,1453.29,-5.22,-101.31,-154.3,-3.01,2.22
1CGI,64,-91.54,3098.34,505.11,-1156.85,-755.57,1144.52,1442.92,-9.47,-125,-154.85,-6.7,2.28
1CGI,105,-116.6,6279.69,527.56,-1509.97,-845.59,1491.31,1523.13,-10.87,-164.34,-157.65,-11.45,2.4
1CGI,61,-82.7,2825.97,462.01,-1147.65,-750.53,1097.19,1473.46,-12.17,-115.68,-159.27,-5.55,2.47
1CGI,94,-92.85,5582.64,478.24,-1105.06,-719.47,1061.39,1505.4,-6.74,-147.06,-150.63,-7.37,2.42
1CGI,128,-133.7,7021.99,563.22,-1671.43,-875.83,1693.49,1536.13,-14.94,-197.64,-154.3,-13.21,2.45
1CGI,108,-121.03,6196.95,530.02,-1503.63,-859.63,1500.76,1553.12,-10.02,-176.65,-155.04,-10.33,2.26
1CGI,110,-114.87,6889.01,557.19,-1530.21,-829.23,1536.09,1469.91,-11.3,-166.28,-155.74,-13.52,2.46
1CGI,141,-129.55,7478.65,548.21,-1690.85,-897.13,1674.56,1584.27,-9.68,-269.47,-157.1,-11.46,2.47
1CGI,114,-110.45,5704.56,522.24,-1401.61,-766.65,1403.54,1522.13,-10.54,-172.09,-152.98,-11.07,2.5
1CGI,86,-100.84,4704.5,494.09,-1276.07,-732.17,1239.94,1488.86,-7,-150.49,-150.68,-8.2,2.4
1CGI,86,-94.26,3538.96,497.2,-1267.54,-795.03,1220.33,1550.9,-8.22,-137.51,-156.44,-6.64,2.25
1CGI,80,-89.71,3239.63,477.3,-1137.81,-761.01,1143.4,1509.49,-8.95,-125.78,-157.03,-5.03,2.21
1CGI,102,-99.03,5407.85,494.6,-1362.74,-795.93,1319.36,1553.81,-8.19,-145.87,-158.86,-6.23,2.26
1CGI,97,-100.62,6503.26,539.8,-1427.97,-788.29,1412.99,1429.45,-11.12,-172.11,-155.51,-10.2,2.43
1CGI,42,-57.49,2104.1,447.57,-572.41,-714.67,590.82,1479.94,-1.4,-78.57,-152.04,-1.71,2.49
1CGI,125,-95.75,7380.93,506.89,-1280.9,-821.03,1246.36,1561.3,-6.85,-156.16,-153.56,-8.83,2.49
1CGI,108,-111.69,7820.32,525.36,-1423.98,-836.69,1408.29,1573.88,-10.35,-183.01,-156.43,-7.58,2.15
1CGI,106,-96.93,5569.21,498.55,-1278.18,-805.05,1256.29,1584.21,-5.53,-156.79,-153.17,-6.59,2.15
1CGI,114,-92.28,6926.05,465.49,-1279.76,-782.17,1222.93,1584.17,-5.98,-158.99,-156.86,-5.12,2.19
1CGI,79,-76.77,6046.57,464.88,-904.93,-807.88,904.96,1458.2,-2.64,-111.29,-156.41,-3.96,2.45
1CGI,105,-104.32,8058.84,523.62,-1491.28,-796.75,1501.06,1447.35,-8.15,-171.45,-155.07,-11.32,2.39
1CGI,90,-92.92,6752.96,491.09,-1147.76,-781.05,1144.86,1541.72,-8.4,-151.3,-155.47,-5.09,2.08
1CGI,104,-76.7,5948.14,465.2,-928.64,-806.97,918.91,1478.86,-4.81,-124.66,-156.99,-2.94,2.47
1CGI,104,-94.91,5687.4,502.51,-1174.97,-787.38,1176.05,1540.91,-3.23,-146.96,-152.4,-6.3,2.12
1CGI,145,-104.44,9347.55,517.63,-1224.85,-816.3,1197.91,1591.4,-6.67,-169.74,-154.02,-7.73,2.31
1CGI,106,-88.31,9752.06,486.77,-1167.55,-739.38,1189.95,1403.42,-7.03,-156.85,-154.92,-12.72,2.36
1CGI,134,-101.25,11541.66,482.11,-1387.35,-771.36,1333.88,1577.12,-1.11,-200.31,-149.36,-11.6,2.47
1CGI,169,-120.18,13166.62,505.67,-1629.66,-830.55,1582.16,1664.46,-10.1,-229.08,-159.22,-11.24,2.46
1CGI,170,-118.02,14177.46,505.12,-1543.7,-762.58,1506.24,1554.49,-6.81,-261.58,-151.03,-17.68,2.43
1CGI,158,-129.23,14156.48,543.78,-1776.66,-824.97,1762.13,1581.05,-11.24,-235.57,-150.12,-12.93,2.38
1CGI,157,-114.49,13438.43,476.57,-1512.57,-781.38,1474.6,1598.5,-4.94,-209.97,-155.2,-11.51,2.44
1CGI,148,-106.62,14256.29,489.03,-1376.51,-776.78,1346.42,1600.69,-4.47,-221.42,-148.85,-13.31,2.39
1CGI,31,-40.51,1304.86,339.26,-467.31,-577.62,436.99,1162.25,-2.17,-59.59,-143.21,-5.81,15.89
1CGI,62,-69.16,4740.2,433.2,-858.34,-839.47,826.09,1748.79,-6.16,-100.7,-154.88,-3.64,9.32
1CGI,21,-38.97,856.84,381.39,-389.4,-735.03,386.54,1508.43,-1.05,-54.43,-136.07,-0.95,16.51
1CGI,57,-63.39,3683.11,480.54,-734.16,-855.92,765.73,1502.85,-8.2,-103.22,-157.3,-9.16,3.91
1CGI,31,-41.73,2012.39,317.59,-387.99,-540.3,387.06,1257.21,-2.07,-50.87,-152.31,-7.71,15.35
1CGI,38,-53.26,2059.49,432.9,-575.78,-732.52,606.34,1089.52,-2.15,-73.83,-139.96,-3.92,15.59
1CGI,41,-41.99,2240.86,255.45,-511.76,-602.76,488.69,1285.72,-1.95,-62.52,-148.42,-1.5,15.32
1CGI,67,-75.52,5592.78,445.29,-1102.88,-731.69,1041.38,1367.19,-7.86,-128.2,-158,1.62,9.03
1CGI,63,-63.28,3215.44,351.56,-1004.05,-738.7,947.79,1324.64,-4.26,-110.56,-133.45,-1.78,18.55
1CGI,50,-67.11,3650.73,423.45,-643.52,-1279.53,625.97,1611.14,-6.23,-87.98,-135.61,-3,17.23
1CGI,69,-84.64,3416.44,482.75,-1313.61,-1053.94,1292.64,1933.09,-2.7,-147.49,-131.63,-2.03,6.45
1CGI,33,-31.72,1223.15,418.75,-398.92,-772.89,398.73,986.44,-2.89,-46.11,-153.46,-3.11,10.06
1CGI,48,-49.61,3885.36,399.76,-559.63,-631.85,576.82,1279.6,-2.23,-76.82,-160.05,-8.63,5.14
1CGI,21,-37.49,1604.9,375.87,-550.45,-847.86,566.67,1190.72,-5.21,-61.74,-145.23,-5.02,14.3
1CGI,49,-65.62,1787.14,396.43,-1149.41,-1033.8,1123.85,1665.19,-6.84,-107.97,-127.42,12.2,11.14
1CGI,58,-65.28,3847.8,445.29,-626.05,-678.75,614.9,1154.58,-2.86,-96.62,-148.06,-10.23,13.3
1CGI,47,-75.68,1545.68,617.6,-1013.17,-942.93,1016.55,1908.21,-8.7,-110.69,-138.61,-6.59,9.53
1CGI,29,-47.53,1079.19,324.28,-616.17,-952.81,545.56,2167.99,-4.23,-69.56,-128.81,7.62,14.64
1CGI,54,-73.32,2627.15,578.31,-965.81,-1054.03,946.15,1758.82,-5.71,-108.22,-146.4,-4.55,9.04
1CGI,42,-60.41,2120.98,517.67,-562.12,-1457.98,620.87,1311.71,-3.49,-88.44,-133.85,2.5,12.34
1CGI,22,-40.5,277.87,403.2,-465.66,-672.09,435.17,1592.4,-2.42,-51.16,-134.77,-3.76,8.76
1CGI,109,-108.87,4728.35,549.98,-1610.03,-763.6,1633.02,1388.71,-11.03,-173.72,-153.2,-11.75,3.4
1CGI,45,-79.61,2838.8,441.83,-952.29,-939,934.2,1683.04,-6.13,-112.23,-135.18,-3.42,18.05
1CGI,50,-54.65,2782.78,391.8,-878.23,-767.71,813.44,1522.04,-5.01,-88.67,-149.35,-0.29,6.28
1CGI,132,-94.45,10769.61,463.13,-1229.31,-774.12,1202.36,1237.54,-7.27,-172.87,-156.04,-15.21,5.75
1CGI,127,-102.13,10079.68,459.44,-1603.54,-1116.06,1621.95,1877.95,-10.63,-215.84,-153.41,-7.88,9.02
1CGI,70,-78.24,4068.01,465.39,-1156.92,-941.93,1163.32,1875.3,-4.62,-130.65,-130.47,8.92,18.76
1CGI,20,-46.82,645.04,340.22,-495.85,-647.92,498.61,1288.53,-3.76,-60.41,-141.59,-4.49,17.16
1CGI,48,-69.59,1946.14,500.99,-873.19,-893.57,897.19,2040.42,-5.94,-96.36,-146.48,0.43,7.77
1CGI,100,-83.9,6183.23,560.82,-1165.57,-858.24,1188.21,1556.44,-6.82,-139.19,-149.7,-5.73,8.4
1CGI,181,-115.15,12556.79,535.08,-1733.39,-826.74,1671.77,1399.74,-11.31,-230.11,-151.25,-15.93,5.07
1CGI,38,-45.73,1073.35,341.03,-605.53,-1024,524.98,1937.48,-2.36,-70.41,-132.26,2.74,9.09
1CGI,111,-68.12,7123.62,387.71,-744.46,-906.62,712.49,2268.85,-3.89,-108.62,-145.27,-10.71,10.78
1CGI,43,-42.48,2659.97,369.81,-631.95,-711.98,623.33,1390.24,-5.16,-60.67,-151.15,-2.62,9.37
1CGI,55,-57.72,5780.49,418.83,-819.5,-732.8,790.62,1334.44,-5.34,-96.67,-158.04,0.47,9.17
1CGI,32,-44.18,649.47,337.26,-386.21,-842.14,361.79,1261.05,-0.97,-49.57,-150.51,-6.41,15.89
1CGI,49,-51.43,3063.93,370.36,-817.83,-655.25,809.19,1443.31,-5.29,-86.42,-147.45,-7.05,6.08
1CGI,87,-65.35,5092.65,407.28,-975.14,-742.78,948.59,1355.2,-6.48,-101.68,-155.49,-4.63,8.21
1CGI,45,-51.63,2381.53,423.21,-768.6,-761.61,794.79,1381.86,-3.47,-83.31,-150.46,-2.83,8.85
1CGI,79,-80.85,4981.78,430.84,-1145.44,-922.52,1101.01,1262.45,-6.19,-123.51,-155.89,-0.66,6.43
1CGI,49,-75.04,2315.27,528.64,-949.35,-1003.19,939.82,1791.59,-5.09,-107.32,-148.15,-8.56,9.64
1CGI,20,-39.34,478.39,333.73,-420.09,-674.44,420.64,1301.35,-4.17,-46.73,-149.04,-3.28,16.82
1CGI,30,-47.13,840.42,448.09,-446.95,-729.2,438.93,1455.03,-4.41,-54.05,-146.96,-12.92,18.23
1CGI,41,-56.08,972.91,379.91,-549.48,-741.56,570.98,1479.17,-2.79,-70.79,-152.16,-6.17,18.27
1CGI,25,-40.63,968.5,390.76,-394.77,-740.63,368.88,1420.66,-2.32,-46.22,-164.02,-3.92,6.07
1CGI,26,-41.28,559.51,313.29,-392.31,-553.05,379.2,1269.54,-1.98,-48.92,-151.01,-6.08,8.89
1CGI,44,-57.64,3070.08,340.12,-554.64,-667.85,543.37,1299.14,-3.96,-78.59,-151.99,-5.92,16.74
1CGI,34,-45.21,1606.67,291.44,-715.25,-960.96,656.84,1829.17,-4.54,-71.94,-143.2,1.8,9.64
1CGI,47,-54.29,1149.54,316.94,-843.31,-679.91,820.31,1273.09,-4.26,-88.47,-146.8,-3.01,18.07
1CGI,110,-109.28,8094.01,457.52,-1946.44,-1198.46,1828.61,1746.28,-11.22,-200.08,-139.68,14.11,9.41
1CGI,26,-35.92,787.37,406.75,-232.44,-572.42,251.3,1088.43,0,-41.17,-158.68,-8.39,18.69
1CGI,43,-50.27,575.36,399.22,-625.85,-757.53,593.56,1030.66,-1.41,-72.57,-148.72,-2.65,8.48
1CGI,37,-51.65,2058.39,315.46,-769.98,-644.02,752.26,1605.33,-3.61,-76.72,-140.13,-2.13,18.54
1CGI,24,-38.57,969.93,385.51,-356.73,-611.52,375.68,1113.9,-1.74,-47.9,-155.62,-6.08,19.87
1CGI,102,-67.78,6675.18,463.42,-920.7,-844.61,884.03,1576.3,-5.86,-115.71,-163.59,-2.68,9.96
1CGI,89,-69.29,4394.21,445.3,-858.09,-974.02,804.12,1748.07,-6.71,-107.04,-158.51,-8.58,9.93
1CGI,83,-87.79,4178.36,412.97,-1168.15,-666.66,1179.36,1508.21,-6.41,-142.13,-141.57,-8.58,7.26
1CGI,110,-112.64,8811.16,468.19,-1643.31,-1168.27,1601.83,2245.66,-9.11,-226.53,-133.8,11.26,7.78
1CGI,60,-64.98,2351.22,381.73,-954.88,-926.33,880.47,1894.85,-4.56,-109.1,-138.49,3.3,6.73
1CGI,61,-61.69,2995.3,412.22,-847.02,-856.28,825.7,1891.13,-6.41,-95.31,-144.6,1.7,9.4
1CGI,27,-61.09,1184.96,500.79,-636.55,-627.82,643.04,1375.88,-3.13,-76.21,-139.89,-4.36,18.08
1CGI,58,-63,3236.07,400.63,-943.81,-704.56,927.77,1324.83,-5.17,-96.45,-154.35,6.03,9.02
1CGI,39,-46.26,947.65,320.63,-598.64,-672.76,584.91,1111.84,-0.83,-71.14,-147.65,6.42,16.71
1CGI,78,-95.96,7399.54,616.31,-1419.5,-1106.98,1441.68,1909.36,-10.8,-162.69,-121.59,-2.36,9.77
1CGI,111,-84.16,7410.99,443.36,-1281.56,-816.72,1303.82,1468.5,-8.79,-166.72,-136.36,-0.23,8.06
1CGI,64,-59.43,6553.18,496.31,-533.14,-639.63,632.72,1273.74,-1.94,-92.39,-147.68,-11.63,18.35
1CGI,43,-61.65,2263.17,532.7,-625.09,-718.57,683.63,1707.38,-3.75,-85.07,-141.98,-2.72,17.46
1CGI,54,-59.3,1918.36,346.24,-878.62,-603.92,852.22,1059.89,-9.42,-99.26,-148.51,-7.21,6.38
1CGI,23,-45.2,587.58,404.88,-396.77,-579.09,405.53,1122.04,-0.61,-52.2,-155.46,-10.28,19.08
1CGI,16,-38.37,522.21,397.87,-311.74,-750.9,313.33,1115.64,0,-43.13,-154.66,-2.12,11.77
1CGI,93,-84.69,5223.13,411.62,-1251.35,-879.45,1155.75,1851.41,-5.41,-146.15,-134.64,-2.09,18.61
1CGI,37,-43.87,1132.97,374.87,-544.67,-565.87,528.83,1146.86,-4.58,-60.49,-154.59,-8.76,18.38
1CGI,66,-74.05,3274.91,459.93,-1096.39,-847.42,1096.45,1464.29,-7.46,-110.99,-158.59,-7.64,6.04
1CGI,29,-38.7,1615.79,384.88,-393.79,-768.55,364.58,1420.63,-2,-69.96,-153.49,-2.47,7.09
1CGI,40,-37.96,1054.19,406.67,-337.98,-644.89,331.6,1182.73,-4.04,-49.84,-152.64,-13.55,18.93
1CGI,40,-52.54,2475.51,396.42,-598.44,-719.96,584.22,1355.36,-2.53,-92.56,-155.87,-10.52,6.13
1CGI,9,-25.21,77.25,191.46,-331.54,-459.9,284.13,1141.83,-0.63,-33.48,-142.16,1.65,16.35
1CGI,113,-96.15,7039.15,474.56,-1595.11,-931.03,1614.53,2330.55,-7.81,-215.43,-134.22,-4.56,6.82
1CGI,12,-36.78,421.02,327.06,-504.12,-605.29,470.33,1167.79,-1.92,-48.46,-145.64,-5.68,18.82
1CGI,33,-49.94,1653.38,359.01,-803.81,-733.84,779.48,1578.32,-0.85,-72.39,-144.16,-1.73,16.98
1CGI,101,-99.44,4680.28,459.35,-1379.17,-971.17,1343.31,1965.1,-7.73,-157.5,-149.42,7.32,5.17
1CGI,209,-129.29,15642.56,557.51,-1595.44,-768.11,1599.59,1461.72,-8.55,-247.84,-159.3,-23.28,8.65
1CGI,24,-35.82,1044.67,308.84,-555.25,-653.19,547.05,1428.2,-1.35,-57.61,-140.79,0.17,15.21
1CGI,39,-58.15,1203.75,485.72,-664.85,-654.3,733.99,1390,-5.17,-84.01,-141.41,-7.4,14.79
1CGI,29,-63.47,1043.01,423.82,-958.99,-915.89,929.03,1779.75,-1.14,-93.86,-132.49,6.23,7.06
1CGI,29,-42.6,2784.78,381.23,-427.39,-770.71,404.11,1348.56,-0.98,-63.31,-152.43,-2.85,9.8
1CGI,18,-48.33,1525.61,391,-534.08,-827.51,572.65,1519.14,-2.2,-71.38,-137.01,-2.7,18.86
1CGI,17,-40.33,1315.57,397.83,-338.77,-644.84,361.99,1313.26,-1.38,-48.99,-151.23,-12.21,17.9
1CGI,28,-48.6,1010.62,401.9,-541.59,-744.73,549.59,1514.81,-1.36,-59.03,-160.82,-0.83,5.89
1CGI,28,-50.89,613.5,369.84,-797.8,-786.38,801.58,1016.44,-3.41,-73.67,-149.48,3.82,12.08
1CGI,143,-98.44,9761.24,492.03,-1366.56,-794.28,1420.93,1780.48,-9.01,-171.01,-155.43,-5.61,4.34
1CGI,34,-46.64,1432.26,366.47,-464.29,-643.88,464.56,1181.37,0,-47.17,-155.22,-6.08,17.19
1CGI,61,-70.16,4532.75,500.84,-886.8,-1071.25,906.97,1985.53,-5.11,-111.5,-140.37,3.69,9.36
1CGI,58,-60.76,2034.4,363.16,-774.77,-612.69,794.18,1337.9,-4.19,-92.13,-142.54,-9.99,6.32
1CGI,36,-67.1,2237.21,526.77,-809.35,-849.44,824.98,1864.68,-1,-99.23,-145.67,-6.05,7.62
1CGI,129,-108.08,7620.96,519.44,-1459.65,-780.11,1457.33,1500.26,-9.26,-175.96,-152.37,-14.99,3.69
1CGI,23,-43.12,978.2,371.68,-481.89,-781.03,503.02,1468.69,-4.09,-57.62,-146.13,-3.17,10.18
1CGI,46,-45.65,1810.33,347.97,-602.8,-629.67,594.52,1069.76,-2.6,-70.95,-143.7,-4.08,18.35
1CGI,37,-49.09,842.11,413.19,-572.36,-868.82,553.62,1518.75,-1.69,-60.13,-139.16,-2.04,17.12
1CGI,81,-87.99,6214.66,450.59,-1226.96,-932.51,1204.38,2009.17,-4.91,-148.29,-140.91,6.55,6.69
1CGI,15,-35.54,188.44,372.79,-263.09,-574.37,273.8,1060.11,0,-35.89,-154.9,-6.47,17.22
1CGI,72,-69.72,4021.55,509.72,-859.65,-910.35,892.17,1546.02,-5.8,-96.41,-148.22,-4.1,6.45
1CGI,36,-52.76,1351.82,458.41,-635.43,-883.36,681.07,1789.97,-1.67,-72.91,-143.4,0.59,16.52
1CGI,77,-84.45,6699.22,523.87,-1352.17,-995.58,1337.18,1880.5,-7.15,-157.6,-145.22,-0.14,7.38
1CGI,80,-75.93,5960.56,478.42,-1015.73,-890.56,1033.35,1441.07,-4.39,-128.58,-160.42,-9.84,8.69
1CGI,30,-53.3,2143.35,338.26,-743.83,-636.14,755.82,1828.11,-2.43,-84.5,-138.63,4.8,7.7
1CGI,50,-58.05,2071.81,453.45,-540.55,-708.64,520.35,1289.66,-3.57,-79.79,-144.73,-2.01,13.02
1CGI,13,-30.3,480.41,256.24,-299.64,-494.14,284.51,1210.4,-0.62,-35,-150.26,-1.71,17.02
1CGI,46,-46.34,3219.89,401.14,-626.85,-783.21,572.16,1493.46,-1.82,-70.34,-161.73,-2.87,9.65
1CGI,9,-33,341.06,282.08,-469.83,-595.24,471.06,1319.11,-2.09,-38.27,-142.27,-2.41,16.55
1CGI,105,-90.92,8286.37,540.78,-1375.51,-1071.73,1433.75,1889.67,-5.24,-169.78,-132.44,0.87,5.85
1CGI,39,-42.06,824.15,378.87,-563.12,-603.74,529.89,1180.58,-2.84,-57.23,-152.78,-13.98,17.87
1CGI,20,-54.18,154.47,451.73,-877.44,-1014.09,849.53,1867.02,-6.3,-76.51,-136.55,5.35,9.23
1CGI,14,-49.36,184.45,494.43,-690.3,-1015.97,711.35,1678.56,-3.78,-68.69,-135.66,2.87,11.2
1CGI,16,-37.28,247.98,309.5,-591.45,-901.19,541.24,1278.57,-5.51,-48.33,-153.83,5.31,9.58
1CGI,63,-62.89,2675.87,338.75,-858.01,-821.13,809.61,2035.76,-2.05,-91.08,-130.84,5.47,13.13
1CGI,40,-54.04,1729.1,518.83,-531.31,-759.42,580.38,1410.81,-1.71,-72.83,-141.49,-0.38,18.03
1CGI,58,-67.99,3583.43,396.44,-993.95,-1042.25,984.78,1717.96,-4.96,-109.05,-149.83,9.66,6.16
1CGI,72,-87.1,4338.24,460.13,-1211.42,-1025.7,1190.88,1610.6,-5.64,-134.64,-156.27,-1.51,5.78
1CGI,74,-69.4,3784.05,467.55,-926.56,-840.88,910.14,1457.48,-3.09,-108.1,-154.48,-2.79,8.48
1CGI,119,-114.45,14773,619.4,-1551.83,-896.59,1542.47,2134.98,-7.75,-199.38,-139.02,-0.51,9.43
1CGI,38,-49.13,2911.09,473.69,-490.52,-813.78,504.07,1899.21,-0.78,-68.32,-152.77,-7,6.83
1CGI,67,-72.77,2830.49,457.85,-876.57,-782.71,920.21,1702.07,-2.35,-112.21,-152.26,0.17,5.99
1CGI,49,-62.67,1650.93,454.43,-765.16,-691.06,759.2,1644.98,-3.31,-83.86,-148.18,-5.88,4.72
1CGI,45,-53.83,2902.94,359.96,-473.6,-538.36,474.19,1026.62,-2.43,-69.61,-151.18,-15.92,20.41
1CGI,34,-47.18,1919.23,395.11,-350.02,-579.23,392.39,1109.22,-0.74,-50.34,-153.83,-7.31,17.06
1CGI,34,-61.62,619.95,464.51,-1024.25,-1031.45,955.95,1868.43,-3.81,-90.79,-132.49,3.16,9.43
1CGI,41,-34.71,1521.2,260.68,-553,-550.4,484.86,1197.31,-2.54,-54.24,-146.06,-4.36,13.97
1CGI,38,-42.97,1401.69,338.96,-577.64,-860.33,573.5,1864,0,-61.16,-145.03,-1.42,15.65
1CGI,107,-100.04,7631.19,523.24,-1497,-1107.23,1435.22,1902,-7.42,-155.76,-149.18,6.83,6.13
1CGI,29,-50.39,772.51,334.61,-685.98,-668.12,676.21,1348.75,-3.24,-68.28,-146.58,-6.75,17.89
1CGI,36,-48.4,806.66,322.74,-746.68,-559.43,699.92,946.33,-3.31,-76.74,-146.58,-7.12,6.49
1CGI,51,-64,1928.44,499.34,-465.38,-835.82,493.28,1508.47,-1.35,-76.47,-137.83,-8.4,14.92
1CGI,140,-106.1,12748.48,523.05,-1441.35,-779.73,1434.68,1275.98,-7,-190.31,-163.78,-5.35,9.19
1CGI,34,-45.89,1774.92,408.01,-578.19,-939.2,526.86,1641.37,-2.74,-65.49,-148.13,3.03,8.98
1CGI,64,-66.2,6778.05,451.77,-656.8,-782.48,625.05,1942.87,-3.62,-111.63,-135.73,-3.49,8.46
1CGI,90,-86.93,6190.92,479.56,-1532.39,-1047.64,1512.25,2108.81,-9.2,-156.16,-127.75,-3.12,7.26
1CGI,41,-51.02,1339.01,371.04,-667.27,-655.83,678.05,1352.99,-2.75,-74.45,-151.47,-6.06,17.11
1CGI,16,-33.22,470.57,300.59,-345.8,-722.84,300.7,1860.68,-0.99,-40.16,-142.37,-0.89,13.33
1CGI,28,-33.45,656.9,301.98,-301.18,-850.33,287.1,1283.91,0,-42.21,-146.41,1.1,10.38
1CGI,46,-53.17,2969.41,451.75,-539.97,-854.27,517.39,1554.68,-2.68,-58.87,-148.59,-5.61,10.82
1CGI,31,-56.75,1478.41,481.17,-569.43,-743.83,586.3,1513.7,-1.62,-71.09,-141.16,-4.26,17.18
1CGI,55,-47.79,2394.5,419.08,-519.23,-650.14,533.22,1399.35,-1.18,-67.2,-155.21,-12.61,17.91
1CGI,63,-73.13,4705.84,444.95,-679.29,-855.52,677.07,1290.56,-3.07,-106.99,-142.73,-8.75,18.65
1CGI,42,-39.58,1317.05,407.46,-396.89,-691.95,436.13,1396.48,-2.38,-61.14,-147.58,-0.51,7.16
1CGI,122,-108.61,9034.8,488.2,-1368.12,-920.19,1373.17,1464.88,-9.88,-158.41,-159.7,-16.42,7.99
1CGI,164,-117.33,14179.41,568.52,-1935.17,-906.35,1888.02,1515.54,-9.1,-238.02,-145.49,-14.21,8.63
1CGI,41,-45.9,2477.54,348.46,-514.94,-667.69,498.85,1356.21,-3.19,-69.61,-150.75,-0.24,8.04
1CGI,102,-75.43,6620.56,349.2,-1106.45,-654.88,1121.64,1447.96,-5.01,-132.22,-144.55,-7.88,15.46
1CGI,32,-37.92,2107.47,334.98,-400.34,-620.3,416.5,1122.86,-0.82,-48.09,-155.52,-13.54,19.44
1CGI,100,-81.87,6256.08,433.46,-1138.47,-930.61,1099.52,1424.78,-5.35,-136.54,-157.46,-5.23,8.75
1CGI,44,-49.2,1912.33,484.43,-728.98,-745.23,751.6,1685.85,-7.74,-72.88,-124.46,-8.09,9.87
1CGI,89,-89.53,4040.19,612.13,-1226.01,-1114.37,1176.89,1761.71,-4.19,-149.74,-153.1,-1.74,8.46
1CGI,43,-42.77,2112.5,357.74,-364.72,-804.38,314.1,1708.61,-1.85,-55.6,-152.29,-5.56,10.83
1CGI,79,-86.42,6241.71,332.16,-932.59,-812.7,895.09,2691.34,-4.99,-136.48,-141.52,-5.32,10.34
1CGI,48,-43.01,2481.75,329.92,-514.8,-622.87,499.45,1210.89,-5.66,-60.47,-152.67,-2.34,17.27
1CGI,24,-46.48,1895.14,344.56,-613.23,-874.77,572.14,1958.94,-4.49,-64.44,-137.19,-3.36,8.84
1CGI,48,-57.86,3167.91,565.38,-1123.96,-796.58,1106.43,1509.14,-7.07,-97.87,-143.75,2.78,6.99
1CGI,47,-51.89,2018.15,346.34,-396.46,-537.23,376.68,962.34,-2.6,-63,-154.83,-14.08,20.25
1CGI,26,-39.59,697.89,306.34,-349.95,-548.52,347,1376.91,-0.82,-46.07,-152.31,-5.3,17.35
1CGI,84,-81.6,4534.74,443.29,-1406.48,-785.19,1383.27,1830.04,-8.1,-137.76,-139.39,2.42,8.39
1CGI,114,-93.14,7337.21,553.11,-1463.32,-1067.87,1480.47,1925.8,-6.33,-173.92,-133.81,1.05,5.55
1CGI,19,-40.57,549.37,315.55,-335.92,-813.34,315.35,1246.64,-2.25,-46.07,-146.98,-1.66,14.65
1CGI,56,-46.78,4872.44,427,-389.86,-708.34,422.45,1362.64,-2.32,-74.86,-154.21,-2.1,7.78
1CGI,60,-89.92,3490.43,515.35,-1442.69,-1197.15,1382.6,2057.8,-5.66,-141.67,-138.17,6.1,7.88
1CGI,56,-50.39,2293.74,361.43,-377.06,-543.98,376.36,1078.5,-1.44,-57.99,-151.9,-15.64,20.34
1CGI,92,-81.23,4541.12,466.41,-1074.22,-874.41,1040.26,1458.63,-8.53,-129.22,-158.64,-1.56,8.67
1CGI,35,-43.91,1237.38,398.75,-583.97,-744.84,597.07,1321.93,-1.52,-61.18,-156.3,-4.81,7.04
1CGI,55,-55.48,2450.84,460.37,-942.77,-786.29,900.71,1518.63,-3.57,-91.04,-147.06,-4.1,7.06
1CGI,21,-41.27,1155.76,411.09,-291.56,-694.41,308.74,1234.3,-0.54,-43.1,-142.78,-7.5,17.66
1CGI,130,-88.18,9199.17,475.62,-1119.39,-784.3,1129.71,1296.67,-9.17,-159.78,-159.97,-13.73,8.28
1CGI,18,-30.96,468.15,320.16,-294.94,-578,319.37,978.63,-0.77,-37.16,-152,-2.13,18.9
1CGI,53,-55.32,3522.34,389.99,-963.58,-786.37,928.21,1521,-4.71,-97.24,-129.35,3.35,10.57
1CGI,60,-53.49,3721.94,357.65,-878.22,-908.67,861.79,1423.2,-4.61,-100.23,-145,-0.83,10.83
1CGI,66,-81.53,3318.29,527.07,-1197.13,-852.21,1271.52,1217.68,-7.01,-130.47,-139.21,3.93,9.01
1CGI,94,-75.85,6825.52,608.25,-1047.91,-951.59,1077,1643.67,-6.5,-131.31,-152.42,-4.55,8.79
1CGI,82,-79.37,6788.72,578.63,-1251.31,-1125.39,1190.75,1887.59,-5.77,-127.86,-126.46,-3.18,9.34
1CGI,30,-52.98,1244.78,434.2,-578.73,-642.55,618.32,1284.99,-5.16,-64.57,-148.78,-9.78,19.6
1CGI,46,-64.07,2299.63,424.19,-840.17,-733.42,818.81,1851.57,-4.57,-90.53,-142.65,-6.69,18.39
1CGI,31,-45.21,1140.66,396.81,-665.26,-606.4,668.44,1480.57,-4.58,-69.21,-149.62,-1.05,8.71
1CGI,36,-44.56,2364.29,331.21,-448.78,-577.7,480.22,1072,-1.59,-65.12,-152.75,-6.36,17.36
1CGI,38,-34.51,1517.51,379.78,-322.12,-718.98,326.15,1043.97,-0.55,-51.57,-145.57,-4.19,12.77
