vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,vdwf,hit(2.5A),near_hit(4.0A),RMSD,,Rank,Number of hits,,53.074,151.294,0.15,1.373,13.235,-0.097,15.93,-0.734,0,0,27.635,79.063
46,-43.8723,4011.16,712.901,-246.173,-52.2363,251.723,91.1068,-2.86728,-1121.16,-131.088,-17.8466,1.93E+06,N,N,7.62976,-6959.305034,2343,86,-6959.305034,2441.404,-6637.615756,601.674,978.813073,-3258.099655,5.0669211,4009.94739,-66.8723912,0,0,-3622.61688,-1411.005736
52,-53.0512,3672.59,873.025,-326.881,-171.294,397.324,145.426,-3.11239,-1019.94,-134.909,-20.5709,6.22E+08,N,N,7.41449,-6958.561591,2344,86,-6958.561591,2759.848,-8026.328253,550.8885,1198.663325,-4326.270035,16.615518,6329.37132,-106.742684,0,0,-3728.210215,-1626.397067
43,-62.3255,2381.23,1084.86,-395.314,-66.3437,469.859,64.984,-3.82848,-1054.78,-129.355,-3.72338,30924.6,N,N,9.32352,-6958.091772,2345,86,-6958.091772,2282.182,-9429.474197,357.1845,1489.51278,-5231.98079,6.4353389,7484.85387,-47.698256,0,0,-3574.725425,-294.3815929
22,-41.7218,721.869,857.728,-241.826,-42.4852,250.687,45.9602,-3.04506,-1021.91,-130.267,-3.31538,3247.36,N,N,8.07894,-6957.478472,2346,86,-6957.478472,1167.628,-6312.258009,108.28035,1177.660544,-3200.56711,4.1210644,3993.44391,-33.7347868,0,0,-3599.928545,-262.1238889
58,-76.2913,3866.32,869.551,-639.683,-81.3288,735.822,94.7678,-5.29235,-850.179,-122.016,-1.12576,676030,N,N,17.3404,-6957.431259,2347,86,-6957.431259,3078.292,-11542.41594,579.948,1193.893523,-8466.204505,7.8888936,11721.64446,-69.5595652,0,0,-3371.91216,-89.00596288
52,-72.1053,3844,1252.67,-580.832,-38.9523,711.102,55.452,-7.86493,-1101.13,-139.415,-10.8206,388375,N,N,8.87669,-6957.358026,2348,86,-6957.358026,2759.848,-10909.09926,576.6,1719.91591,-7687.31152,3.7783731,11327.85486,-40.701768,0,0,-3852.733525,-855.5090978
24,-45.7523,771.973,927.998,-242.205,-86.3292,308.034,63.2653,-3.8941,-1093.54,-138.28,-6.8371,4839.93,N,N,7.54984,-6956.929062,2349,86,-6956.929062,1273.776,-6922.048476,115.79595,1274.141254,-3205.583175,8.3739324,4906.98162,-46.4367302,0,0,-3821.3678,-540.5616373
42,-48.0635,3060.67,921.959,-202.356,-90.0775,219.688,69.8758,-2.50595,-1065.34,-139.231,-7.21505,1.05E+09,N,N,8.38715,-6956.856285,2350,86,-6956.856285,2229.108,-7271.719169,459.1005,1265.849707,-2678.18166,8.7375175,3499.62984,-51.2888372,0,0,-3847.648685,-570.4434982
9,-32.6655,867.106,760.082,-115.217,-70.1219,132.115,61.6891,-0.786401,-1068.48,-136.592,-5.46538,298741,N,N,7.46826,-6956.38195,2351,86,-6956.38195,477.666,-4942.094157,130.0659,1043.592586,-1524.896995,6.8018243,2104.59195,-45.2797994,0,0,-3774.71992,-432.1093389
54,-64.6956,1794.54,714.489,-477.572,-143.273,548.27,116.154,-2.76579,-634.906,-112.866,-6.41633,15661.6,N,N,15.7021,-6956.315793,2352,86,-6956.315793,2865.996,-9788.056106,269.181,980.993397,-6320.66542,13.897481,8733.9411,-85.257036,0,0,-3119.05191,-507.2942988
34,-53.8212,3121.88,1021.09,-270.933,-63.8051,328.95,65.8798,-0.95349,-996.155,-128.985,-6.76819,518089,N,N,9.87804,-6955.475377,2353,86,-6955.475377,1804.516,-8142.824633,468.282,1401.95657,-3585.798255,6.1890947,5240.1735,-48.3557732,0,0,-3564.500475,-535.113406
28,-43.9185,1031.1,829.988,-222.89,-27.5821,261.667,30.1946,-0.929709,-991.52,-141.019,-4.96914,1396.04,N,N,9.21582,-6955.311409,2354,86,-6955.311409,1486.072,-6644.605539,154.665,1139.573524,-2949.94915,2.6754637,4168.35531,-22.1628364,0,0,-3897.060065,-392.8751158
19,-40.2614,306.511,781.915,-158.729,-57.8037,182.433,64.7995,-2.01662,-1016,-131.295,-1.60524,833.832,N,N,9.28638,-6955.185221,2355,86,-6955.185221,1008.406,-6091.308252,45.97665,1073.569295,-2100.778315,5.6069589,2906.15769,-47.562833,0,0,-3628.337325,-126.9150901
48,-64.3492,3442.24,1099.51,-406.553,-54.7788,513.989,57.5202,-5.59193,-1067.1,-134.3,-10.7746,50036.9,N,N,9.341,-6955.175803,2356,86,-6955.175803,2547.552,-9735.647865,516.336,1509.62723,-5380.728955,5.3135436,8187.84477,-42.2198268,0,0,-3711.3805,-851.8721998
49,-57.327,3714.06,864.331,-377.591,-27.8075,441.028,40.0955,-0.62202,-864.144,-122.255,-15.8004,3.30E+06,N,N,18.7688,-6955.08724,2357,86,-6955.08724,2600.626,-8673.231138,557.109,1186.726463,-4997.416885,2.6973275,7025.57604,-29.430097,0,0,-3378.516925,-1249.227025
51,-63.0709,4809.44,1071.91,-309.478,-94.8825,393.212,78.0114,-0.823247,-1161.71,-141.549,-6.58576,1.07E+07,N,N,7.84735,-6954.853808,2358,86,-6954.853808,2706.774,-9542.248745,721.416,1471.73243,-4095.94133,9.2036025,6263.86716,-57.2603676,0,0,-3911.706615,-520.6899429
4,-31.3337,67.8104,801.821,-110.082,-64.7325,127.829,68.9083,0,-962.935,-133.499,-4.84781,36.478,N,N,7.85683,-6954.679222,2359,86,-6954.679222,212.296,-4740.600808,10.17156,1100.900233,-1456.93527,6.2790525,2036.31597,-50.5786922,0,0,-3689.244865,-383.282402
51,-50.79,3714.74,795.498,-397.39,-70.9044,416.901,74.4441,-1.99282,-964.602,-126.712,-18.4506,5.42E+06,N,N,7.53632,-6954.452376,2360,86,-6954.452376,2706.774,-7684.22226,557.211,1092.218754,-5259.45665,6.8777268,6641.23293,-54.6419694,0,0,-3501.68612,-1458.759788
34,-57.1895,2460.01,994.366,-289.359,-54.7431,381.202,60.4898,-3.75118,-1145.65,-133.217,-4.58957,99723.4,N,N,8.57293,-6954.1711,2361,86,-6954.1711,1804.516,-8652.428213,369.0015,1365.264518,-3829.666365,5.3100807,6072.54786,-44.3995132,0,0,-3681.451795,-362.8651729
31,-43.3822,3290.24,687.277,-162.594,-88.0989,204.381,153.483,-2.56933,-923.636,-129.679,-11.2444,3.51E+07,N,N,8.15689,-6953.953597,2362,86,-6953.953597,1645.294,-6563.466567,493.536,943.631321,-2151.93159,8.5455933,3255.78933,-112.656522,0,0,-3583.679165,-889.0159972
12,-28.9442,392.127,572.694,-110.069,-61.4426,116.826,38.9724,-0.511918,-1015.99,-132.147,-9.94843,808.548,Y,Y,1.89216,-6953.873793,2363,87,-6953.873793,636.888,-4379.083795,58.81905,786.308862,-1456.763215,5.9599322,1861.03818,-28.6057416,0,0,-3651.882345,-786.5527211
56,-56.7366,3345.92,688.193,-504.454,-79.6339,550.658,137.422,-1.77,-800.175,-121.749,-18.042,2.93E+07,N,N,16.786,-6953.584442,2364,87,-6953.584442,2972.144,-8583.90716,501.888,944.888989,-6676.44869,7.7244883,8771.98194,-100.867748,0,0,-3364.533615,-1426.454646
26,-47.1618,363.501,968.857,-200.41,-63.6949,284.32,64.4257,0,-1052.19,-130.634,-10.2188,320.255,N,N,9.51703,-6952.925941,2365,87,-6952.925941,1379.924,-7135.297369,54.52515,1330.240661,-2652.42635,6.1784053,4529.2176,-47.2884638,0,0,-3610.07059,-807.9289844
50,-59.8884,3943.57,1010.03,-413.329,-35.4536,463.683,36.6076,-3.79674,-1039.4,-131.803,-9.79224,270300,N,N,9.12629,-6952.69878,2366,87,-6952.69878,2653.7,-9060.75559,591.5355,1386.77119,-5470.409315,3.4389992,7386.47019,-26.8699784,0,0,-3642.375905,-774.2038711
29,-49.2809,1797.53,948.443,-286.987,-61.666,335.651,70.7108,-2.9027,-1038.39,-130.783,-6.27405,2.20E+06,N,N,7.82582,-6952.422806,2367,87,-6952.422806,1539.146,-7455.904485,269.6295,1302.212239,-3798.272945,5.981602,5346.92043,-51.9017272,0,0,-3614.188205,-496.0452152
14,-34.1281,267.931,851.221,-99.6015,-30.132,132.581,37.0577,-0.442995,-966.492,-141.459,-7.6049,373.317,N,N,8.76736,-6952.398422,2368,87,-6952.398422,743.036,-5163.376761,40.18965,1168.726433,-1318.225853,2.922804,2112.01533,-27.2003518,0,0,-3909.219465,-601.2662087
42,-57.001,3525.45,995.095,-266.199,-116.752,353.849,92.7598,-5.09812,-1109.67,-145.777,-6.06952,320885,N,N,10.2499,-6951.230158,2369,87,-6951.230158,2229.108,-8623.909294,528.8175,1366.265435,-3523.143765,11.324944,5636.81457,-68.0856932,0,0,-4028.547395,-479.8744598
18,-56.7902,542.856,1051.8,-405.446,-73.1618,500.626,58.9414,-0.603131,-1048.71,-123.609,0.0474286,717.109,N,N,8.77248,-6950.591509,2370,87,-6950.591509,955.332,-8592.016519,81.4284,1444.1214,-5366.07781,7.0966946,7974.97218,-43.2629876,0,0,-3415.934715,3.749847402
31,-60.0044,1525.5,1129.84,-350.508,-51.9247,448.183,63.3237,-2.6027,-1142.27,-119.272,-5.8261,65320.6,N,N,9.2347,-6950.488128,2371,87,-6950.488128,1645.294,-9078.305694,228.825,1551.27032,-4638.97338,5.0366959,7139.55519,-46.4795958,0,0,-3296.08172,-460.6289443
52,-65.1332,3944.56,910.029,-448.603,-82.5084,537.374,58.6969,-1.7973,-942.801,-127.945,-9.47214,2.70E+08,N,N,8.69909,-6949.889518,2372,87,-6949.889518,2759.848,-9854.262361,591.684,1249.469817,-5937.260705,8.0033148,8560.36782,-43.0835246,0,0,-3535.760075,-748.8958048
27,-47.8865,1101.61,776.288,-376.838,-42.7643,406.501,44.5903,-1.72201,-1020.36,-118.53,-6.98871,17551.9,N,N,6.29857,-6949.453279,2373,87,-6949.453279,1432.998,-7244.940131,165.2415,1065.843424,-4987.45093,4.1481371,6475.56093,-32.7292802,0,0,-3275.57655,-552.5483787
53,-66.5378,3565.22,1200.33,-331.036,-108.762,445.443,135.081,-3.93394,-1038.34,-132.816,-10.5445,1.03E+06,N,N,7.69075,-6949.015797,2374,87,-6949.015797,2812.922,-10066.76991,534.783,1648.05309,-4381.26146,10.549914,7095.90699,-99.149454,0,0,-3670.37016,-833.6798035
24,-45.886,1024.14,1031.93,-214.656,-55.2927,261.783,62.1357,-0.69109,-1128.03,-133.682,-5.63576,4374.14,N,N,7.8631,-6948.934939,2375,87,-6948.934939,1273.776,-6942.276484,153.621,1416.83989,-2840.97216,5.3633919,4170.20319,-45.6076038,0,0,-3694.30207,-445.5800929
47,-72.538,3250.51,1149.44,-450.601,-119.921,573.643,122.64,-3.66751,-1187.39,-136.507,1.79443,6.10E+07,N,N,7.01045,-6948.783146,2376,87,-6948.783146,2494.478,-10974.56417,487.5765,1578.18112,-5963.704235,11.632337,9138.13299,-90.01776,0,0,-3772.370945,141.8730191
35,-55.3845,2365.31,944.724,-357.668,-106.219,410.362,78.083,-1.21274,-1140.57,-143.881,1.78738,4.00E+06,N,N,6.66191,-6948.3648,2377,87,-6948.3648,1857.59,-8379.342543,354.7965,1297.106052,-4733.73598,10.303243,6537.06666,-57.312922,0,0,-3976.151435,141.3156249
73,-74.6087,3109.93,750.269,-429.702,-80.9747,532.57,144.655,-5.92446,-704.321,-122.215,-4.45876,63300.1,N,N,11.4619,-6948.360382,2378,87,-6948.360382,3874.402,-11287.84866,466.4895,1030.119337,-5687.10597,7.8545459,8483.8401,-106.17677,0,0,-3377.411525,-352.5229419
54,-59.7464,1945.27,970.549,-371.123,-42.7943,432.027,38.6054,-5.67209,-1062.48,-139.888,-6.06319,583055,N,N,5.84615,-6947.908547,2379,87,-6947.908547,2865.996,-9039.271842,291.7905,1332.563777,-4911.812905,4.1510471,6882.19011,-28.3363636,0,0,-3865.80488,-479.373991
9,-31.7314,301.118,731.646,-106.457,-43.7866,130.836,32.1863,-1.70668,-1030.91,-144.44,-4.284,668.909,N,N,8.68887,-6947.810425,2380,87,-6947.810425,477.666,-4800.770432,45.1677,1004.549958,-1408.958395,4.2473002,2084.21748,-23.6247442,0,0,-3991.5994,-338.705892
32,-56.5915,1186.39,814.032,-416.042,-68.9499,519.054,67.4479,-5.2964,-834.92,-127.388,-7.31738,531765,N,N,18.6084,-6947.467628,2381,87,-6947.467628,1698.368,-8561.954401,177.9585,1117.665936,-5506.31587,6.6881403,8268.53022,-49.5067586,0,0,-3520.36738,-578.5340149
27,-38.5889,2474.23,727.991,-154.093,-119.472,189.149,113.632,-0.985938,-907.524,-134.19,-13.9836,771182,N,N,7.10146,-6946.625299,2382,87,-6946.625299,1432.998,-5838.269037,371.1345,999.531643,-2039.420855,11.588784,3013.14357,-83.405888,0,0,-3708.34065,-1105.585367
13,-39.1063,474.067,806.41,-207.844,-42.7308,245.012,49.4508,0,-1063.89,-134.383,-3.84986,2181.89,N,N,7.19955,-6946.257438,2383,87,-6946.257438,689.962,-5916.548552,71.11005,1107.20093,-2750.81534,4.1448876,3903.04116,-36.2968872,0,0,-3713.674205,-304.3814812
60,-71.1675,3803.37,839.465,-673.009,-60.623,764.622,87.3934,-6.04765,-744.502,-127.203,-9.94333,569395,N,N,17.8581,-6946.201184,2384,87,-6946.201184,3184.44,-10767.21575,570.5055,1152.585445,-8907.274115,5.880431,12180.42846,-64.1467556,0,0,-3515.254905,-786.1494998
35,-39.8321,1798.61,671.978,-208.315,-137.661,224.102,105.169,-0.484076,-948.928,-133.787,-12.9184,152451,N,N,7.7217,-6945.866742,2385,87,-6945.866742,1857.59,-6026.357737,269.7915,922.625794,-2757.049025,13.353117,3569.94486,-77.194046,0,0,-3697.203745,-1021.367459
39,-50.1197,1707.43,909.293,-298.668,-62.7726,335.792,58.9912,-1.91152,-993.013,-130.178,-8.8401,5694.84,N,N,7.57629,-6945.658978,2386,87,-6945.658978,2069.886,-7582.809892,256.1145,1248.459289,-3952.87098,6.0889422,5349.16656,-43.2995408,0,0,-3597.46903,-698.9248263
31,-49.9178,3302.85,890.702,-203.693,-50.7226,269.941,40.4629,-1.31111,-1083.51,-146.481,-3.64295,1.33E+07,N,N,9.11494,-6945.129679,2387,87,-6945.129679,1645.294,-7552.263633,495.4275,1222.933846,-2695.876855,4.9200922,4300.16013,-29.6997686,0,0,-4048.002435,-288.0225559
25,-46.3668,578.588,935.165,-337.281,-65.1186,386.176,37.3663,-2.24724,-1013.74,-137.455,-6.26248,674.385,N,N,7.47777,-6944.33899,2388,87,-6944.33899,1326.85,-7015.018639,86.7882,1283.981545,-4463.914035,6.3165042,6151.78368,-27.4268642,0,0,-3798.568925,-495.1304562
36,-51.9218,1945.93,843.947,-340.359,-80.9532,404.375,89.3996,-1.18003,-958.296,-124.846,-11.1026,72676.4,N,N,7.76724,-6942.812613,2389,87,-6942.812613,1910.664,-7855.456809,291.8895,1158.739231,-4504.651365,7.8524604,6441.69375,-65.6193064,0,0,-3450.11921,-877.8048638
57,-63.2362,3083.13,862.411,-512.579,-108.36,581.394,110.302,-3.99816,-742.591,-121.722,-13.7907,3.74E+07,N,N,19.0664,-6942.428817,2390,87,-6942.428817,3025.218,-9567.257643,462.4695,1184.090303,-6783.983065,10.51092,9261.60642,-80.961668,0,0,-3363.78747,-1090.334114
25,-49.5427,829.642,824.53,-310.74,-62.4599,380.841,63.7283,-1.59204,-1030.61,-129.681,-4.553,12387.3,N,N,8.99947,-6942.41027,2391,87,-6942.41027,1326.85,-7495.513254,124.4463,1132.07969,-4112.6439,6.0586103,6066.79713,-46.7765722,0,0,-3583.734435,-359.973839
28,-39.1204,1477.51,791.198,-136.983,-93.3139,139.438,82.635,0,-1033.2,-144.349,-2.34352,38467.9,N,N,8.10481,-6942.364087,2392,87,-6942.364087,1486.072,-5918.681798,221.6265,1086.314854,-1812.970005,9.0514483,2221.24734,-60.65409,0,0,-3989.084615,-185.2857218
23,-47.2686,1865.2,899.527,-240.377,-78.0672,313.4,76.5714,-4.37281,-1070.89,-135.199,-6.98781,3.17E+06,N,N,9.10955,-6942.183069,2393,87,-6942.183069,1220.702,-7151.455568,279.78,1235.050571,-3181.389595,7.5725184,4992.462,-56.2034076,0,0,-3736.224365,-552.477222
50,-60.2916,3412.44,747.521,-473.159,-40.2698,506.139,61.8251,-6.85077,-670.764,-125.993,-3.65433,663088,N,N,13.6579,-6941.522393,2394,87,-6941.522393,2653.7,-9121.75733,511.866,1026.346333,-6262.259365,3.9061706,8062.79427,-45.3796234,0,0,-3481.816555,-288.9222928
22,-41.705,1172.36,747.828,-231.388,-89.8081,270.898,68.0874,-0.599245,-1004.1,-142.505,-3.4839,5935.98,N,N,8.35333,-6941.319493,2395,87,-6941.319493,1167.628,-6309.71627,175.854,1026.767844,-3062.42018,8.7113857,4315.40514,-49.9761516,0,0,-3938.125675,-275.4475857
29,-47.9024,595.155,1022.32,-257.206,-55.8458,308.85,66.0065,-4.24939,-1104.97,-132.792,-6.68786,5830.59,N,N,8.92811,-6940.922929,2396,87,-6940.922929,1539.146,-7247.345706,89.27325,1403.64536,-3404.12141,5.4170426,4919.9805,-48.448771,0,0,-3669.70692,-528.7622752
34,-42.063,1531.59,695.687,-184.027,-138.602,215.027,113.535,-0.58889,-929.195,-133.281,-10.1553,7460.39,N,N,7.89614,-6940.683221,2397,87,-6940.683221,1804.516,-6363.879522,229.7385,955.178251,-2435.597345,13.444394,3425.38011,-83.33469,0,0,-3683.220435,-802.9084839
39,-42.8795,2023.97,654.095,-166.979,-53.682,180.422,44.9275,-0.431574,-985.789,-124.895,-11.5054,21501.4,N,N,9.00312,-6940.596139,2398,87,-6940.596139,2069.886,-6487.411073,303.5955,898.072435,-2209.967065,5.207154,2874.12246,-32.976785,0,0,-3451.473325,-909.6514402
18,-36.0578,2077.16,658.515,-172.745,-83.7545,191.005,69.1896,-0.652316,-950.319,-125.158,-11.5222,164821,N,N,4.32452,-6940.234132,2399,87,-6940.234132,955.332,-5455.328793,311.574,904.141095,-2286.280075,8.1241865,3042.70965,-50.7851664,0,0,-3458.74133,-910.9796986
37,-58.4554,950.918,734.022,-414.564,-152.391,489.523,164.026,-3.72883,-766.519,-115.123,-2.96943,1761.36,N,N,13.0781,-6940.225838,2400,87,-6940.225838,1963.738,-8843.951288,142.6377,1007.812206,-5486.75454,14.781927,7798.10139,-120.395084,0,0,-3181.424105,-234.7720441
32,-55.1096,2076.29,985.147,-349.653,-50.8699,412.053,52.9013,-2.23196,-1062.11,-128.622,-3.95457,25628.7,N,N,7.95349,-6940.010968,2401,87,-6940.010968,1698.368,-8337.751822,311.4435,1352.606831,-4627.657455,4.9343803,6564.00429,-38.8295542,0,0,-3554.46897,-312.6601679
36,-51.2397,2587.56,814.727,-313.801,-67.9126,415.856,40.3907,-1.43261,-897.673,-145.233,-13.1488,3.18E+06,N,N,5.10116,-6939.567937,2402,87,-6939.567937,1910.664,-7752.259172,388.134,1118.620171,-4153.156235,6.5875222,6624.58608,-29.6467738,0,0,-4013.513955,-1039.583574
45,-50.9731,3331.29,704.136,-315.844,-16.6926,321.9,26.8816,-3.1118,-864.983,-133.305,-4.1501,4.07E+06,N,N,8.14115,-6939.565247,2403,87,-6939.565247,2388.33,-7711.924191,499.6935,966.778728,-4180.19534,1.6191822,5127.867,-19.7310944,0,0,-3683.883675,-328.1193563
30,-49.976,735.432,920.679,-346.725,-71.1438,418.997,59.3906,-1.40937,-1081.2,-138.494,-7.16648,2764.02,N,N,8.63966,-6939.301892,2404,87,-6939.301892,1592.22,-7561.068944,110.3148,1264.092267,-4588.905375,6.9009486,6674.62221,-43.5927004,0,0,-3827.28169,-566.6034082
40,-49.2806,2352.05,557.549,-315.003,-60.7134,353.063,78.1855,-0.99389,-714.922,-119.272,-10.527,11464.7,N,N,20.565,-6939.224813,2405,87,-6939.224813,2122.96,-7455.859096,352.8075,765.514777,-4169.064705,5.8891998,5624.29359,-57.388157,0,0,-3296.08172,-832.296201
17,-46.0326,1225.3,975.137,-280.938,-52.6027,332.523,63.583,-0.983347,-1068.62,-133.593,-3.09386,226291,N,N,9.30325,-6938.682992,2406,87,-6938.682992,902.258,-6964.456184,183.795,1338.863101,-3718.21443,5.1024619,5297.09139,-46.669922,0,0,-3691.842555,-244.6098532
23,-45.0327,1006.1,740.295,-257.409,-91.1887,290.314,70.0892,0,-826.698,-122.872,-3.70876,28285.3,N,N,19.2632,-6938.634955,2407,87,-6938.634955,1220.702,-6813.177314,150.915,1016.425035,-3406.808115,8.8453039,4624.70202,-51.4454728,0,0,-3395.56772,-293.2256919
26,-49.1188,752.66,792.81,-373.269,-86.4741,447,91.5867,-3.16696,-883.155,-113.724,-13.5014,2.16E+06,N,N,18.1928,-6938.594391,2408,87,-6938.594391,1379.924,-7431.379727,112.899,1088.52813,-4940.215215,8.3879877,7120.71,-67.2246378,0,0,-3142.76274,-1067.461188
41,-60.2673,2637.4,900.683,-317.067,-93.7182,430.241,100.474,-5.651,-913.466,-125.757,-9.43714,73532.6,N,N,7.79583,-6938.522288,2409,87,-6938.522288,2176.034,-9118.080886,395.61,1236.637759,-4196.381745,9.0906654,6853.73913,-73.747916,0,0,-3475.294695,-746.1285998
18,-35.5008,676.112,785.331,-154.526,-34.0042,165.462,32.3309,-0.946714,-926.485,-139.136,-5.39962,2019.01,N,N,8.19916,-6937.757711,2410,87,-6937.757711,955.332,-5371.058035,101.4168,1078.259463,-2045.15161,3.2984074,2635.80966,-23.7308806,0,0,-3845.02336,-426.9101561
47,-51.3401,3198.81,920.785,-291.943,-65.8738,321.618,61.5005,-1.85265,-1048.84,-140.778,-9.34552,522644,N,N,8.20986,-6937.439136,2411,87,-6937.439136,2494.478,-7767.449089,479.8215,1264.237805,-3863.865605,6.3897586,5123.37474,-45.141367,0,0,-3890.40003,-738.8848478
29,-51.8111,2751.86,1094.36,-265.351,-114.507,325.166,112.894,-2.81584,-1210.03,-137.836,-4.30262,879057,N,N,6.93814,-6937.28631,2412,87,-6937.28631,1539.146,-7838.708563,412.779,1502.55628,-3511.920485,11.107179,5179.89438,-82.864196,0,0,-3809.09786,-340.1780451
31,-58.3439,1911.77,1280.14,-328.74,-111.886,401.196,106.504,-3.48176,-1073.12,-128.374,-2.84033,7754.45,N,N,6.44278,-6936.713401,2413,87,-6936.713401,1645.294,-8827.082007,286.7655,1757.63222,-4350.8739,10.852942,6391.05228,-78.173936,0,0,-3547.61549,-224.5650108
61,-66.0388,5134.65,1133.33,-304.717,-109.908,398.505,103.69,-2.39994,-1263.46,-144.152,-9.79895,6.17E+06,N,N,7.33887,-6936.06775,2414,87,-6936.06775,3237.514,-9991.274207,770.1975,1556.06209,-4032.929495,10.661076,6348.18465,-76.10846,0,0,-3983.64052,-774.7343839
14,-39.1449,1234.81,755.206,-234.369,-58.7744,260.032,40.1147,-2.66374,-1012.18,-130.163,-5.03333,21627.9,N,N,9.34963,-6935.544865,2415,87,-6935.544865,743.036,-5922.388501,185.2215,1036.897838,-3101.873715,5.7011168,4142.30976,-29.4441898,0,0,-3597.054505,-397.9501698
40,-55.2444,2149.01,857.943,-396.505,-103.953,463.293,74.8555,-0.498308,-932.693,-134.144,-7.34938,897228,N,N,9.7159,-6935.359167,2416,87,-6935.359167,2122.96,-8358.146254,322.3515,1177.955739,-5247.743675,10.083441,7380.25749,-54.943937,0,0,-3707.06944,-581.0640309
39,-46.1751,2401.77,606.262,-297.288,-21.0723,352.365,16.9613,-4.37706,-865.294,-126.905,-17.3644,1.93E+06,N,N,17.1354,-6935.205397,2417,87,-6935.205397,2069.886,-6986.015579,360.2655,832.397726,-3934.60668,2.0440131,5613.17445,-12.4495942,0,0,-3507.019675,-1372.881557
42,-48.8927,3600.27,826.192,-191.678,-68.3839,230.931,59.4136,-1.2405,-1073.23,-132.94,-11.0286,305960,N,N,8.14618,-6934.516984,2418,87,-6934.516984,2229.108,-7397.172154,540.0405,1134.361616,-2536.85833,6.6332383,3678.73083,-43.6095824,0,0,-3673.7969,-871.9542018
5,-34.8671,550.6,797.945,-161.048,-61.6544,183.25,56.677,-1.80791,-962.949,-128.598,-3.80843,4367.49,N,N,8.70778,-6934.474395,2419,87,-6934.474395,265.37,-5275.183027,82.59,1095.578485,-2131.47028,5.9804768,2919.1725,-41.600918,0,0,-3553.80573,-301.1059011
52,-54.3228,4017.03,899.431,-350.319,-66.1265,425.355,70.4877,-1.37792,-1031.19,-137.338,-20.3853,3.27E+06,N,N,7.22244,-6934.34156,2420,87,-6934.34156,2759.848,-8218.713703,602.5545,1234.918763,-4636.471965,6.4142705,6775.90515,-51.7379718,0,0,-3795.33563,-1611.722974
22,-39.5591,862.81,753.795,-151.5,-41.968,206.085,43.8977,-0.5674,-906.844,-132.144,-11.1143,11058.5,N,N,6.8503,-6933.892247,2421,87,-6933.892247,1167.628,-5985.054475,129.4215,1034.960535,-2005.1025,4.070896,3282.93405,-32.2209118,0,0,-3651.79944,-878.7299009
58,-75.1922,3279.72,1380.18,-445.746,-311.928,588.96,271.633,-2.58333,-1330.95,-126.044,-10.7872,2.32E+07,N,N,7.28519,-6933.423016,2422,87,-6933.423016,3078.292,-11376.12871,491.958,1894.98714,-5899.44831,30.257016,9382.1328,-199.378622,0,0,-3483.22594,-852.8683936
29,-43.8988,1328.93,661.425,-227.837,-30.0861,278.449,27.2273,0,-806.728,-130.469,-9.3069,14979.7,N,N,8.50709,-6933.141883,2423,87,-6933.141883,1539.146,-6641.625047,199.3395,908.136525,-3015.422695,2.9183517,4435.69257,-19.9848382,0,0,-3605.510815,-735.8314347
57,-68.3741,4249.7,1104.65,-414.61,-60.2451,507.552,61.3825,-4.03794,-1159.78,-151.611,-1.72257,2.05E+07,N,N,6.5611,-6932.466143,2424,87,-6932.466143,3025.218,-10344.59109,637.455,1516.68445,-5487.36335,5.8437747,8085.30336,-45.054755,0,0,-4189.769985,-136.1915519
54,-58.7547,2838.34,815.823,-428.676,-78.5447,496.139,73.3077,-4.48885,-713.461,-126.264,-14.5382,713262,N,N,15.3704,-6932.322555,2425,87,-6932.322555,2865.996,-8889.233582,425.751,1120.124979,-5673.52686,7.6188359,7903.49427,-53.8078518,0,0,-3489.30564,-1149.433707
21,-40.9674,1071.82,802.412,-231.387,-43.2766,260.589,34.1623,-1.49475,-950.615,-138.929,-4.297,3770.33,N,N,7.11209,-6932.221239,2426,87,-6932.221239,1114.554,-6198.121816,160.773,1101.711676,-3062.406945,4.1978302,4151.18277,-25.0751282,0,0,-3839.302915,-339.733711
15,-43.4379,815.257,861.618,-245.976,-68.0466,277.336,45.3659,-0.496854,-1028.27,-120.776,-3.2861,931664,N,N,8.78604,-6932.175193,2427,87,-6932.175193,796.11,-6571.893643,122.28855,1183.001514,-3255.49236,6.6005202,4417.96248,-33.2985706,0,0,-3337.64476,-259.8089243
25,-35.3151,1672.08,523.796,-216.245,-65.0521,229.502,65.3971,-0.708959,-756.073,-118.715,-17.1709,3.86E+07,N,N,18.1514,-6932.127856,2428,87,-6932.127856,1326.85,-5342.962739,250.812,719.171908,-2862.002575,6.3100537,3655.96686,-48.0014714,0,0,-3280.689025,-1357.582867
18,-37.094,120.036,791.419,-153.28,-59.8195,171.922,54.0087,-0.949817,-934.007,-133.444,-4.65852,82.9418,N,N,7.88598,-6931.96869,2429,87,-6931.96869,955.332,-5612.099636,18.0054,1086.618287,-2028.6608,5.8024915,2738.71746,-39.6423858,0,0,-3687.72494,-368.3165668
16,-42.7847,251.563,832.408,-163.54,-46.488,226.266,51.1143,-0.915956,-971.523,-138.309,-0.926619,230.432,N,N,7.11789,-6931.727341,2430,87,-6931.727341,849.184,-6473.068402,37.73445,1142.896184,-2164.4519,4.509336,3604.41738,-37.5178962,0,0,-3822.169215,-73.261278
